,state_name,state_name_slug,state_code,state_code_slug,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_url,photo_url
67,New York,new-york,NY,ny,III,S000148,1036,N00001093,26976,NA,NA,NA,NA,senate-minority-leader,democrat,Charles Schumer,charles-schumer,Charles,E.,Schumer,NA,Chuck,CHUHK SHOO-mer,male,white-american,jewish,no,11/23/50,1/3/99,1/3/23,"Charles Schumer, a Senator and a Representative from New York; born in Brooklyn, N.Y., November 23, 1950; attended the public schools; graduated from Madison High School, Brooklyn 1967; A.B., Harvard University 1971; J.D., Harvard Law School 1974; admitted to the New York bar in 1975; served in the New York State Assembly 1975-1980; elected as a Democrat to the Ninety-seventh and to the eight succeeding Congresses (January 3, 1981-January 3, 1999); was not a candidate in 1998 for reelection to the U.S. House of Representatives, but was elected as a Democrat to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017; chair, Democratic Senatorial Campaign Committee (2005-2008); chair, Democratic Policy and Communications Committee (2011-); chair, Joint Economic Committee (One Hundred Tenth and One Hundred Eleventh Congresses), Committee on Rules and Administration (One Hundred Eleventh to One Hundred Thirteenth Congresses).",202-224-6542,202-228-3027,38.892839,-77.004356,"322 Hart Senate Office Building, Washington, DC 20510",NA,NA,322 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,https://facebook.com/senschumer,https://twitter.com/SenSchumer,https://cdn.civil.services/us-senate/headshots/512x512/charles-schumer.jpg
68,New York,new-york,NY,ny,I,G000555,1866,N00027658,65147,NA,NA,NA,NA,senator,democrat,Kirsten Gillibrand,kirsten-gillibrand,Kirsten,E.,Gillibrand,NA,NA,KEER-stin JILL-uh-brand,female,white-american,roman-catholic,no,12/9/66,1/26/09,1/3/19,"Kirsten Gillibrand, a Senator and a Representative from New York; born in Albany, Albany County, N.Y., December 9, 1966; A.B., Dartmouth College, Hanover, N.H., 1988; J.D., University of California Los Angeles, Los Angeles, Calif., 1991; lawyer, private practice; special counsel, United States Housing and Urban Development; elected as a Democrat to the One Hundred Tenth Congress and to the succeeding Congress, and served from January 3, 2007, to January 26, 2009, when she resigned to become a U.S. Senator; appointed January 23, 2009, to fill the vacancy caused by the resignation of Hillary Clinton; appointment took effect upon her resignation from the House of Representatives on January 26, 2009; took the oath of office on January 27, 2009; elected in 2010 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019.",202-224-4451,202-228-0282,38.892542,-77.007415,"478 Russell Senate Office Building, Washington, DC 20510",NA,NA,478 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.gillibrand.senate.gov,https://www.gillibrand.senate.gov/contact/,https://facebook.com/KirstenGillibrand,https://twitter.com/SenGillibrand,https://cdn.civil.services/us-senate/headshots/512x512/kirsten-gillibrand.jpg
69,Ohio,ohio,OH,oh,III,P000449,924,N00003682,27008,NA,NA,NA,NA,senator,republican,Rob Portman,rob-portman,Rob,NA,Portman,NA,NA,RAHB PORT-min,male,white-american,methodist,no,12/19/55,1/3/11,1/3/23,"Robert Portman, a Senator and a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, December 19, 1955; graduated from the Cincinnati Country Day School, Cincinnati, Ohio; graduated Dartmouth College, Hanover, N.H., B.A., 1979; graduated University of Michigan School of Law, Ann Arbor, Mich., J.D., 1984; associate counsel to President George H. W. Bush 1989; deputy assistant and director, Office of Legislative Affairs, White House Office 1989-1991; elected as a Republican to the One Hundred Third Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Willis D. Gradison, Jr.; reelected to the six succeeding Congresses until his resignation on April 29, 2005 (May 4, 1993-April 29, 2005); U.S. Trade Representative, in the cabinet of President of George W. Bush 2005-2006; Director, Office of Management and Budget, in the cabinet of President George W. Bush 2006-2007; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-3353,NA,38.892542,-77.007415,"448 Russell Senate Office Building, Washington, DC 20510",NA,NA,448 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.portman.senate.gov,https://www.portman.senate.gov/public/index.cfm/contact?p=contact...,https://facebook.com/senrobportman,https://twitter.com/robportman,https://cdn.civil.services/us-senate/headshots/512x512/rob-portman.jpg
70,Ohio,ohio,OH,oh,I,B000944,136,N00003535,27018,NA,NA,NA,NA,senator,democrat,Sherrod Brown,sherrod-brown,Sherrod,NA,Brown,NA,NA,SHAIR-uhd BROWN,male,white-american,lutheran,no,11/9/52,1/3/07,1/3/19,"Sherrod Brown, a Senator and a Representative from Ohio; born in Mansfield, Richland County, Ohio, November 9, 1952; B.A., Yale University, New Haven, Conn., 1974; M.A., Ohio State University, Ohio, 1981; member of the faculty, Ohio State University, Mansfield, Ohio, 1979-1981; member of the Ohio State house of representatives, 1975-1982; Ohio secretary of state, 1983-1991; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses (January 3, 1993-January 3, 2007); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006; reelected in 2012 for the term ending January 3, 2019.",202-224-2315,202-228-6321,38.892839,-77.004356,"713 Hart Senate Office Building, Washington, DC 20510",NA,NA,713 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.brown.senate.gov,https://www.brown.senate.gov/contact/,https://facebook.com/sherrod,https://twitter.com/SenSherrodBrown,https://cdn.civil.services/us-senate/headshots/512x512/sherrod-brown.jpg
71,Oklahoma,oklahoma,OK,ok,II,I000024,583,N00005582,27027,NA,NA,NA,NA,senator,republican,James Inhofe,james-inhofe,James,M.,Inhofe,NA,Jim,JIM IN-hawf,male,white-american,southern-baptist,no,11/17/34,11/17/94,1/3/21,"James Inhofe, a Senator and a Representative from Oklahoma; born in Des Moines, Iowa, November 17, 1934; attended public schools in Tulsa, Okla.; B.A., University of Tulsa 1973; served in the U.S. Army 1957-1958; president, Quaker Life Insurance Company; member, Oklahoma State house of representatives 1967-1969; State Senate 1969-1977; unsuccessful candidate for Governor of Oklahoma 1974, and for the U. S. House of Representatives 1976; mayor of Tulsa 1978-1984; elected as a Republican to the One Hundredth and to the three succeeding Congresses and served from January 3, 1987, to November 15, 1994, when he resigned, having been elected to the United States Senate in the November 8, 1994, special election to the unexpired portion of the term ending January 3, 1997, left vacant by the resignation of David L. Boren; took the oath of office on November 17, 1994; elected to a full term in 1996; reelected in 2002, 2008, and again 2014 for the term ending January 3, 2021; chair, Committee on Environment and Public Works (One Hundred Eighth, One Hundred Ninth, and One Hundred Fourteenth Congresses).",202-224-4721,202-228-0380,38.892542,-77.007415,"205 Russell Senate Office Building, Washington, DC 20510",NA,NA,205 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.inhofe.senate.gov,https://www.inhofe.senate.gov/contact,https://facebook.com/jiminhofe,https://twitter.com/jiminhofe,https://cdn.civil.services/us-senate/headshots/512x512/james-inhofe.jpg
72,Oklahoma,oklahoma,OK,ok,III,L000575,2050,N00031129,124938,NA,NA,NA,NA,senator,republican,James Lankford,james-lankford,James,NA,Lankford,NA,NA,JAYMZ LAYNK-ferd,male,white-american,presbyterian,no,3/4/68,1/3/15,1/3/23,"James Lankford, a Senator and a Representative from Oklahoma; born in Dallas, Dallas County, Tex., March 4, 1968; B.S., University of Texas, Austin, Tex., 1990; M.Div., Southwestern Theological Baptist Seminary, Ft. Worth, Tex., 1994; youth camp director, 1996-2009; elected as a Republican to the One Hundred Twelfth and to the succeeding Congress (January 3, 2011-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the U.S. Senate in the November 4, 2014, special election to the unexpired portion of the term ending January 3, 2017, left vacant by the resignation of Thomas Coburn; took the oath of office on January 3, 2015.",202-224-5754,202-228-1015,38.892839,-77.004356,"316 Hart Senate Office Building, Washington, DC 20510",NA,NA,316 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.lankford.senate.gov,https://www.lankford.senate.gov/contact/email,https://facebook.com/SenatorLankford,https://twitter.com/SenatorLankford,https://cdn.civil.services/us-senate/headshots/512x512/james-lankford.jpg
73,Oregon,oregon,OR,or,II,M001176,1900,N00029303,23644,NA,NA,NA,NA,senator,democrat,Jeff Merkley,jeff-merkley,Jeff,NA,Merkley,NA,NA,JEFF MER-klee,male,white-american,lutheran,no,10/24/56,1/3/09,1/3/21,"Jeff Merkley, a Senator from Oregon; born in Myrtle Creek, Ore., October 24, 1956; B.A., Stanford University, 1979; M.P.A., Princeton University, 1982; government analyst; nonprofit executive; Oregon State Representative, 1999-2008; speaker of the Oregon State House of Representative, 2007-2008; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-3753,202-228-3997,38.892839,-77.004356,"313 Hart Senate Office Building, Washington, DC 20510",NA,NA,313 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.merkley.senate.gov,https://www.merkley.senate.gov/contact/,https://facebook.com/jeffmerkley,https://twitter.com/SenJeffMerkley,https://cdn.civil.services/us-senate/headshots/512x512/jeff-merkley.jpg
74,Oregon,oregon,OR,or,III,W000779,1247,N00007724,27036,NA,NA,NA,NA,senator,democrat,Ron Wyden,ron-wyden,Ron,NA,Wyden,NA,NA,RAHN WAHY-dn,male,white-american,jewish,no,5/3/49,2/6/96,1/3/23,"Ron Wyden, a Senator and a Representative from Oregon; born in Wichita, Sedgwick County, Kans., May 3, 1949; attended the public schools of Palo Alto, Calif.; A.B., Stanford University 1971; J.D., University of Oregon Law School in Eugene 1974; director, Oregon Legal Services for the Elderly 1977-1979; public member, Oregon State Board of Examiners of Nursing Home Administrators 1977-1979; elected as a Democrat to the Ninety-seventh and to the seven succeeding Congresses, and served from January 3, 1981, to February 5, 1996, when he resigned, having been elected to the Senate; elected to the Senate in a special election on January 30, 1996, to fill the unexpired portion of the term ending January 3, 1999, left vacant by the resignation of Robert W. Packwood, and began service on February 5, 1996; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chair, Committee on Energy and Natural Resources (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Finance (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]).",202-224-5244,202-228-2717,38.892947,-77.075686,"221 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,221 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.wyden.senate.gov,https://www.wyden.senate.gov/contact/,https://facebook.com/wyden,https://twitter.com/RonWyden,https://cdn.civil.services/us-senate/headshots/512x512/ron-wyden.jpg
75,Pennsylvania,pennsylvania,PA,pa,III,T000461,2085,N00001489,24096,NA,NA,NA,NA,senator,republican,Patrick Toomey,patrick-toomey,Patrick,J.,Toomey,NA,Pat,PATT TOO-mee,male,white-american,roman-catholic,no,11/17/61,1/3/11,1/3/23,"Patrick Toomey, a Senator and a Representative from Pennsylvania; born in Providence, Providence County, R.I., November 17, 1961; graduated from LaSalle Academy, Providence, R.I.; graduated Harvard University, Cambridge, Mass., B.A., 1984; elected to Allentown, Pa., Government Study Commission 1994; elected as a Republican to the One Hundred Sixth and to the two succeeding Congresses (January 3, 1999-January 3, 2005); was not a candidate for reelection in 2004, but was an unsuccessful candidate for nomination to the United States Senate; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-4254,202-228-0284,38.892542,-77.007415,"248 Russell Senate Office Building, Washington, DC 20510",NA,NA,248 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.toomey.senate.gov,https://www.toomey.senate.gov/?p=contact,https://facebook.com/senatortoomey,https://twitter.com/SenToomey,https://cdn.civil.services/us-senate/headshots/512x512/patrick-toomey.jpg
76,Pennsylvania,pennsylvania,PA,pa,I,C001070,1828,N00027503,2541,NA,NA,NA,NA,senator,democrat,Robert Casey,robert-casey,Robert,P.,Casey,Jr.,Bob,BAHB KAY-see,male,white-american,roman-catholic,no,4/13/60,1/3/07,1/3/19,"Robert Casey, a Senator from Pennsylvania; born in Scranton, Penn., April 13, 1960; graduated College of the Holy Cross 1982; J.D., Catholic University of America 1988; practiced law in Scranton; Pennsylvania auditor general 1997-2005; unsuccessful candidate for Governor 2002; Pennsylvania State Treasurer 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Joint Economic Committee (One Hundred Twelfth Congress); vice chair, Joint Economic Committee (One Hundred Thirteenth Congress).",202-224-6324,202-228-0604,38.892542,-77.007415,"393 Russell Senate Office Building, Washington, DC 20510",NA,NA,393 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.casey.senate.gov,https://www.casey.senate.gov/contact/,https://facebook.com/SenatorBobCasey,https://twitter.com/SenBobCasey,https://cdn.civil.services/us-senate/headshots/512x512/robert-casey.jpg
77,Rhode Island,rhode-island,RI,ri,II,R000122,949,N00000362,27060,NA,NA,NA,NA,senator,democrat,Jack Reed,jack-reed,Jack,NA,Reed,NA,NA,JACK REED,male,white-american,roman-catholic,no,11/12/49,1/3/97,1/3/21,"Jack Reed, a Senator and a Representative from Rhode Island; born in Providence, R.I., November 12, 1949; attended St. Matthew's Elementary School, Cranston, R.I.; graduated, LaSalle Academy, Providence, R.I., 1967; B.S., United States Military Academy, West Point 1971; M.P.P., Kennedy School of Government, Harvard University 1973; J.D., Harvard Law School 1982; served in the U.S. Army 1971-1979 and Army Reserve 1979-1991; associate professor, Department of Social Sciences, U.S. Military Academy 1977-1979; admitted to the Washington, D.C. bar 1983; lawyer; member, Rhode Island State Senate 1985-1990; elected as a Democrat to the One Hundred Second and to the two succeeding Congresses (January 3, 1991-January 2, 1997); was not a candidate for reelection to the House of Representatives in 1996, but was elected to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021.",202-224-4642,202-224-4680,38.892839,-77.004356,"728 Hart Senate Office Building, Washington, DC 20510",NA,NA,728 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.reed.senate.gov,https://www.reed.senate.gov/contact/,https://facebook.com/SenJackReed,https://twitter.com/SenJackReed,https://cdn.civil.services/us-senate/headshots/512x512/jack-reed.jpg
78,Rhode Island,rhode-island,RI,ri,I,W000802,1823,N00027533,2572,NA,NA,NA,NA,senator,democrat,Sheldon Whitehouse,sheldon-whitehouse,Sheldon,NA,Whitehouse,NA,NA,SHELL-duhn WHITE-house,male,white-american,episcopalian,no,10/20/55,1/3/07,1/3/19,"Sheldon Whitehouse, a Senator from Rhode Island; born in Manhattan, N.Y., October 20, 1955; graduated Yale University 1978; J.D., University of Virginia 1982; director, Rhode Island Department of Business Regulation 1992-1994; United States attorney 1994-1998; Rhode Island State attorney general 1999-2003; unsuccessful candidate for Governor 2002; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019.",202-224-2921,202-228-6362,38.892839,-77.004356,"530 Hart Senate Office Building, Washington, DC 20510",NA,NA,530 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.whitehouse.senate.gov,https://www.whitehouse.senate.gov/contact/email-sheldon,https://facebook.com/SenatorWhitehouse,https://twitter.com/SenWhitehouse,https://cdn.civil.services/us-senate/headshots/512x512/sheldon-whitehouse.jpg
79,South Carolina,south-carolina,SC,sc,II,G000359,452,N00009975,21992,NA,NA,NA,NA,senator,republican,Lindsey Graham,lindsey-graham,Lindsey,NA,Graham,NA,NA,LIN-zee GRAM,male,white-american,southern-baptist,no,7/9/55,1/3/03,1/3/21,"Lindsey Graham, a Senator and a Representative from South Carolina; born in Central, Pickens County, S.C., July 9, 1955; graduated from Daniel High School, Central, S.C. 1973; B.A., University of South Carolina, Columbia 1977; J.D., University of South Carolina School of Law 1981; United States Air Force 1982-1988; South Carolina Air National Guard 1989-1995; United States Air Force Reserves 1995-present; lawyer, private practice; assistant county attorney, Oconee County, S.C. 1988-1992; city attorney for Central, S.C. 1990-1994; Member of the South Carolina state house of representatives 1992-1994; elected as a Republican to the House of Representatives for the One Hundred Fourth and to the three succeeding Congresses (January 3, 1995-January 3, 2003); one of the managers appointed by the House of Representatives in 1998 to conduct the impeachment proceedings against President William Clinton; was not a candidate for reelection in 2002, but was elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021.",202-224-5972,202-224-3808,38.892542,-77.007415,"290 Russell Senate Office Building, Washington, DC 20510",NA,NA,290 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.lgraham.senate.gov,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-gr...,https://facebook.com/USSenatorLindseyGraham,https://twitter.com/LindseyGrahamSC,https://cdn.civil.services/us-senate/headshots/512x512/lindsey-graham.jpg
80,South Carolina,south-carolina,SC,sc,III,S001184,2056,N00031782,11940,NA,NA,NA,NA,senator,republican,Tim Scott,tim-scott,Tim,NA,Scott,NA,NA,TIMM SKAHT,male,african-american,evangelical,no,9/19/65,1/2/13,1/3/23,"Tim Scott, a Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; Member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; elected in 2014 in a special election for the term ending January 3, 2017.",202-224-6121,202-228-5143,38.892839,-77.004356,"520 Hart Senate Office Building, Washington, DC 20510",NA,NA,520 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,https://facebook.com/SenatorTimScott,https://twitter.com/SenatorTimScott,https://cdn.civil.services/us-senate/headshots/512x512/tim-scott.jpg
81,South Dakota,south-dakota,SD,sd,III,T000250,1534,N00004572,398,NA,NA,NA,NA,senator,republican,John Thune,john-thune,John,NA,Thune,NA,NA,JAHN THOON,male,white-american,evangelical,no,1/7/61,1/3/05,1/3/23,"John Thune, a Senator and a Representative from South Dakota; born in Pierre, Hughes County, S. Dak., January 7, 1961; graduated from Jones County High School, S. Dak., 1979; B.S., Biola University, La Mirada, Calif., 1983; M.B.A., University of South Dakota, Vermillion, S. Dak., 1984; executive director, South Dakota state municipal league; board of directors, National League of Cities; staff, United States Senator James Abdnor of South Dakota 1985-1986; South Dakota state Republican party executive director 1989-1991; director, South Dakota state railroad division 1991-1993; director, South Dakota state municipal league 1993-1996; elected as a Republican to the One Hundred Fifth and to the two succeeding Congresses (January 3, 1997-January 3, 2003); was not a candidate for reelection to the One Hundred Eighth Congress in 2002, but was an unsuccessful candidate for the United States Senate; elected as a Republican to the U.S. Senate in 2004; reelected in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2009); chair, Republican Policy Committee (2009-2012); chair, Republican Conference (2012-); chair, Committee on Commerce, Science, and Transportation (One Hundred Fourteenth Congress).",202-224-2321,202-228-5429,38.892947,-77.075686,"511 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,511 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.thune.senate.gov,https://www.thune.senate.gov/public/index.cfm/contact,https://facebook.com/johnthune,https://twitter.com/SenJohnThune,https://cdn.civil.services/us-senate/headshots/512x512/john-thune.jpg
82,South Dakota,south-dakota,SD,sd,II,R000605,2288,N00035187,7455,NA,NA,NA,NA,senator,republican,Mike Rounds,mike-rounds,Mike,NA,Rounds,NA,NA,MIKE ROWNDZ,male,white-american,roman-catholic,no,10/24/54,1/3/15,1/3/21,"Mike Rounds, a Senator from South Dakota; born in Huron, Beadle County, S. Dak., October 24, 1954; B.S., South Dakota State University, 1977; insurance and real estate executive; member of the South Dakota state Senate 1991-2000, serving as majority leader 1995-2000; governor of South Dakota 2003-2011; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-5842,NA,38.892839,-77.004356,"502 Hart Senate Office Building, Washington, DC 20510",NA,NA,502 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.rounds.senate.gov,https://www.rounds.senate.gov/contact/email-mike,https://facebook.com/SenatorMikeRounds,https://twitter.com/SenatorRounds,https://cdn.civil.services/us-senate/headshots/512x512/mike-rounds.jpg
83,Tennessee,tennessee,TN,tn,I,B001243,NA,N00003105,25186,S8TN00337,NA,Q458971,NA,senator,republican,Marsha Blackburn,marsha-blackburn,Marsha,NA,Blackburn,NA,NA,MARR-shuh BLAK-bern,female,white-american,unspecified,no,6/6/52,1/3/19,1/3/25,"Marsha Blackburn is a Republican member of the U.S. Senate from Tennessee. Blackburn was elected to the office on November 6, 2018. Blackburn is a member of the U.S. House of Representatives from the state of Tennessee, representing the 7th Congressional District. Blackburn was first elected in 2002.",202-224-3344,NA,38.892947,-77.075686,B40B Dirksen Senate Office Building Washington DC 20510,NA,NA,B40B Dirksen Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.blackburn.senate.gov/,https://www.blackburn.senate.gov/,https://facebook.com/marshablackburn,https://twitter.com/MarshaBlackburn,https://cdn.civil.services/us-senate/headshots/512x512/marsha-blackburn.jpg
84,Tennessee,tennessee,TN,tn,II,A000360,1695,N00009888,15691,NA,NA,NA,NA,senator,republican,Lamar Alexander,lamar-alexander,Lamar,NA,Alexander,NA,NA,luh-MAR al-egg-ZAN-der,male,white-american,presbyterian,no,7/3/40,1/3/03,1/3/21,"Lamar Alexander, a Senator from Tennessee; born in Maryville, Tennessee, on July 3, 1940; B.A., Vanderbilt University 1962; J.D., New York University Law School 1965; governor of Tennessee 1979-1987; chairman of the National Governors Association 1985-1986; U.S. secretary of education 1991-1993; elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; chair, Republican Conference (2008-2012); chair, Committee on Health, Education, Labor, and Pensions (One Hundred Fourteenth Congress).",202-224-4944,202-228-3398,38.892947,-77.075686,"455 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,455 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.alexander.senate.gov,https://www.alexander.senate.gov/public/index.cfm?p=Email,https://facebook.com/senatorlamaralexander,https://twitter.com/SenAlexander,https://cdn.civil.services/us-senate/headshots/512x512/lamar-alexander.jpg
85,Texas,texas,TX,tx,II,C001056,1692,N00024852,15375,NA,NA,NA,NA,senate-majority-whip,republican,John Cornyn,john-cornyn,John,NA,Cornyn,NA,NA,JAHN KOR-nuhn,male,white-american,church-of-christ,no,2/2/52,12/1/02,1/3/21,"John Cornyn, a Senator from Texas; born in Houston, Texas, on February 2, 1952; B.A., Trinity University 1973; J.D., St. Mary's School of Law 1977; LLM, University of Virginia 1995; attorney; Bexar County district court judge 1984-1990; Texas Supreme Court 1990-1997; Texas state attorney general 1999-2002; elected as a Republican to the U.S. Senate in 2002; subsequently appointed to the remainder of the term left vacant by the resignation of William Philip Gramm, and took the oath of office on December 2, 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; Republican Conference vice-chair (2007-2009); chair, National Republican Senatorial Committee (2009-2012); Republican party whip (2013-).",202-224-2934,713- 572-3777,38.892839,-77.004356,"517 Hart Senate Office Building, Washington, DC 20510",NA,NA,517 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.cornyn.senate.gov,https://www.cornyn.senate.gov/contact,https://facebook.com/Sen.JohnCornyn,https://twitter.com/JohnCornyn,https://cdn.civil.services/us-senate/headshots/512x512/john-cornyn.jpg
86,Texas,texas,TX,tx,I,C001098,2175,N00033085,135705,NA,NA,NA,NA,senator,republican,Ted Cruz,ted-cruz,Ted,NA,Cruz,NA,NA,TED KROOZ,male,hispanic-american,southern-baptist,no,12/22/70,1/3/13,1/3/19,"Ted Cruz, a Senator from Texas; born in Calgary, Alberta, Canada, December 22, 1970; graduated Princeton University, B.A., 1992; graduated Harvard University, J.D., 1995; law clerk to Chief Justice of the United States William Rehnquist; associate deputy attorney general, U.S. Department of Justice; Director of the Office of Policy Planning, Federal Trade Commission; solicitor general of Texas 2003-2008; lawyer; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5922,NA,38.892542,-77.007415,"404 Russell Senate Office Building, Washington, DC 20510",NA,NA,404 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.cruz.senate.gov,https://www.cruz.senate.gov/?p=email_senator,https://facebook.com/SenatorTedCruz,https://twitter.com/SenTedCruz,https://cdn.civil.services/us-senate/headshots/512x512/ted-cruz.jpg
87,Utah,utah,UT,ut,III,L000577,2080,N00031696,66395,NA,NA,NA,NA,senator,republican,Mike Lee,mike-lee,Mike,NA,Lee,NA,NA,MIKE LEE,male,white-american,mormon,no,6/4/71,1/3/11,1/3/23,"Mike Lee, a Senator from Utah; born in Mesa, Ariz., June 4, 1971; graduated Brigham Young University, B.A., 1994; graduated Brigham Young University, J.D., 1997; law clerk to 3rd Circuit Court of Appeals Justice Samuel Alito 1998; lawyer; assistant U.S. attorney 2002-2005; counsel to Utah Governor John Huntsman 2005-2006; law clerk to United States Supreme Court Justice Samuel Alito 2006-2007; lawyer; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-5444,NA,38.892542,-77.007415,"361A Russell Senate Office Building, Washington, DC 20510",NA,NA,361A Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.lee.senate.gov,https://www.lee.senate.gov/public/index.cfm/contact,https://facebook.com/senatormikelee,https://twitter.com/SenMikeLee,https://cdn.civil.services/us-senate/headshots/512x512/mike-lee.jpg
88,Utah,utah,UT,ut,I,R000615,NA,N00000286,21942,S4MA00143,NA,Q4496,NA,senator,republican,Mitt Romney,mitt-romney,Mitt,NA,Romney,NA,NA,MIT RAWM-nee,male,white-american,mormon,no,3/12/47,1/3/19,1/3/25,"Mitt Romney is a Republican member of the U.S. Senate from Utah. Romney was elected to the office on November 6, 2018. Romney was the 2012 Republican nominee for President of the United States. He served as Governor of Massachusetts from January 2, 2003 to January 4, 2007.",202-224-5251,NA,38.892542,-77.007415,B33 Russell Senate Office Building Washington DC 20510,NA,NA,B33 Russell Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.romney.senate.gov/,https://www.romney.senate.gov/,https://facebook.com/senatorromney,https://twitter.com/SenatorRomney,https://cdn.civil.services/us-senate/headshots/512x512/mitt-romney.jpg
